"Bleaching.Score","Fragment.ID"
"1",-1.48172152891792,702
"2",-1.12868019321255,703
"3",-1.51141566778263,706
"4",-0.180414147490422,707
"5",-0.0587281609664282,708
"6",-0.714652070021559,709
"7",-1.81927573439431,711
"8",-1.7129437901391,713
"9",-0.424693584179841,715
"10",-1.35343841594086,716
"11",-1.15745036272349,717
"12",-0.625951444150665,718
"13",-0.595697458219855,719
"14",-1.01905673523379,725
"15",0.733348841068596,726
"16",-1.41013410243128,728
"17",-1.69725758737976,729
"18",-1.44251522162959,730
"19",-1.42282134296105,731
"20",-1.33817124458167,732
"21",-0.705669101127386,733
"22",-1.341214413178,737
"23",-1.09316374598327,739
"24",-0.830715086772465,740
"25",1.45460675656617,741
"26",0.457303303887476,743
"27",0.0510311154732604,744
"28",1.49066828947562,745
"29",0.785939088132055,746
"30",1.77470424733451,747
"31",0.960319873778525,749
"32",1.39501360974697,750
"33",0.630986377695073,751
"34",-0.932532291599226,752
"35",1.71856633027261,753
"36",1.73788090656056,754
"37",0.49868929245593,755
"38",0.0294034062533454,757
"39",1.22400633604948,758
"40",1.53095991363625,759
"41",0.910561858547481,760
"42",-1.06751903939839,761
"43",1.35804727088714,762
"44",0.634949390159245,763
"45",0.355354823225661,764
"46",1.10687520026436,765
"47",0.674200485828176,767
"48",0.330796578401762,768
"49",0.135916661612081,769
"50",1.61204109424727,770
"51",1.02067029466488,771
"52",0.159579522667099,773
"53",0.0520646817415093,774
"54",1.43782142938784,775
"55",0.70781702539158,776
"56",0.211801883437966,777
"57",-0.688597828477061,779
"58",0.572504410042094,780
